7266132	921530	4
7266193	921591	4
7266309	921707	4
7266463	921861	4
7266522	921920	4
7266563	921961	4
7266877	922281	4
7266929	922333	4
7266971	922375	4
7267016	922420	4
7267023	922427	4
7267034	922438	4
7267140	922544	4
7267514	922919	4
7267587	922992	4
7267688	923093	4
7268178	923583	4
7268218	923623	4
7268325	923730	4
7268518	923923	4
7268542	923947	4
7268560	923965	4
7268567	923972	4
7268618	924023	4
7268875	924280	4
7269103	924508	4
7269124	924529	4
7269164	924569	4
7269250	924655	4
7269254	924659	4
7269318	924723	4
7269533	924938	4
7269734	925139	4
7269807	925212	4
7269862	925267	4
7269865	925270	4
7269871	925276	4
7269889	925294	4
7269911	925316	4
7269925	925330	4
7269985	925390	4
7270071	925476	4
7270138	925543	4
7270264	925669	4
7270384	925789	4
7270524	925929	4
7271033	926745	4
7271069	926781	4
7271339	927051	4
7271775	927498	4
7271913	927802	4
7272283	929843	4
7272337	929935	4
7272431	930450	4
7272604	930847	4
7272691	931109	4
7272928	931530	4
7273012	931967	4
7273238	938888	4
7273273	939048	4
7273681	940222	4
7273811	941818	4
7273814	941821	4
7274156	943230	4
7274177	943251	4
7274257	943329	4
7274335	943703	4
7274529	945618	4
7274825	947538	4
7274868	947769	4
7274995	947896	4
7275192	948628	4
7275363	948976	4
7275558	949571	4
7275840	951492	4
7276407	955755	4
7276562	956748	4
7276609	956804	4
7276643	957024	4
7276798	957443	4
7276875	957555	4
7277277	958547	4
7277291	958598	4
7277451	959481	4
7277701	960245	4
7277719	960323	4
7277839	961032	4
7278173	962382	4
7278477	963311	4
7278697	964275	4
7278745	964872	4
7278822	965777	4
7278875	965900	4
7278897	965963	4
7278910	968054	4
7278968	966000	4
7279183	968426	4
7279294	968358	4
7279387	969665	4
7279405	969683	4
7279480	969758	4
7279673	972105	4
7279760	973235	4
7279769	973244	4
7279816	973292	4
7280007	973002	4
7280083	973606	4
7280111	973814	4
7280324	974952	4
7280355	975085	4
7280390	975193	4
7280629	977083	4
7280643	977114	4
7280829	978204	4
7280839	978214	4
7280859	978234	4
7280958	978497	4
7281063	978602	4
7281094	978743	4
7281595	980856	4
7281683	981554	4
7281915	982041	4
7282021	982611	4
7282170	983327	4
7282374	1052678	4
7282412	984399	4
7282427	984414	4
7282505	984492	4
7282531	984520	4
7282651	984822	4
7282826	985128	4
7282936	985557	4
7283324	989347	4
7283369	989610	4
7283423	989848	4
7283535	990057	4
7283983	992018	4
7284338	992439	4
7284428	992529	4
7284851	992952	4
7285073	993174	4
7285084	993185	4
7285198	993299	4
7285215	993316	4
7285217	993318	4
7285280	993381	4
7285546	994081	4
7285574	994220	4
7285576	994222	4
7286014	996009	4
7286210	1000210	4
7286359	1000511	4
7286391	1000543	4
7286499	1000651	4
7286696	1000848	4
7286804	1000956	4
7286842	1000994	4
7286872	1001024	4
7286902	1001054	4
7286944	1001096	4
7286963	1001115	4
7287147	1001299	4
7287579	1001731	4
7287601	1001753	4
7287878	1003341	4
7287896	1003388	4
7287961	1004165	4
7288020	1004224	4
7288104	1004308	4
7288224	1004428	4
7288707	1004907	4
7289217	1005843	4
7289317	1005975	4
7289441	1006774	4
7289572	1007382	4
7289877	1008981	4
7290047	1009377	4
7290544	1010674	4
7290741	1011460	4
7290942	1011840	4
7290946	1011844	4
7291070	1012433	4
7291145	1012505	4
7291296	1012655	4
7291624	1013031	4
7291722	1013129	4
7291753	1013160	4
7292182	1014451	4
7292213	1014567	4
7292294	1014866	4
7292472	1016719	4
7292507	1017375	4
7292599	1017918	4
7292604	1017923	4
7292670	1018015	4
7292762	1018252	4
7292810	1018430	4
7293084	1020371	4
7293680	1023114	4
7293853	1023288	4
7293990	1023425	4
7294077	1023512	4
7294116	1023551	4
7294183	1023618	4
7294328	1023763	4
7294409	1023844	4
7294504	1023939	4
7294692	1024127	4
7294743	1024178	4
7295092	1024527	4
7295176	1024611	4
7295201	1024636	4
7295209	1024644	4
7295807	1029325	4
7296001	1029150	4
7296032	1029858	4
7296270	1030419	4
7296283	1030431	4
7296562	1031157	4
7296636	1031231	4
7296959	1032777	4
7297083	1033456	4
7297522	1037471	4
7297677	1038661	4
7297993	1039781	4
7298034	1039822	4
7298229	1041108	4
7298230	1041109	4
7298288	1041440	4
7298469	1041912	4
7298553	1042664	4
7298772	1043630	4
7298785	1043643	4
7298993	1043851	4
7299152	1044010	4
7299405	1044263	4
7299417	1044275	4
7299427	1044285	4
7299540	1044829	4
7300083	1046623	4
7300211	1047103	4
7300397	1047360	4
7300520	1047681	4
7300579	1047746	4
7300776	1048564	4
7300792	1048658	4
7301050	1050601	4
7301170	1051009	4
7301183	1051022	4
7301307	1051289	4
7301431	1052351	4
7301669	1053436	4
7301791	1053935	4
7302022	1054233	4
7302056	1054267	4
7302101	1054766	4
7302389	1056159	4
7302817	1059567	4
7302875	1059625	4
7302920	1059706	4
7303010	1060599	4
7303451	1062142	4
7303590	1062281	4
7303613	1062304	4
7303975	1062666	4
7304179	1063022	4
7304281	1063188	4
7304633	1064222	4
7304654	1064254	4
7304868	1064887	4
7304935	1064957	4
7304956	1064978	4
7305025	1065050	4
7305227	1065259	4
7305403	1065451	4
7305424	1065475	4
7305633	1065701	4
7305713	1065787	4
7305743	1065823	4
7305781	1065908	4
7305801	1065935	4
7305929	1066661	4
7305952	1066696	4
7305954	1066698	4
7306000	1066919	4
7306008	1066928	4
7306104	1067736	4
7306458	1069372	4
7306780	1070235	4
7307203	1074518	4
7307220	1074575	4
7307357	1075654	4
7307544	1076071	4
7307547	1076074	4
7307874	1076803	4
7307984	1077490	4
7308213	1078498	4
7308261	1079024	4
7308369	1079388	4
7308375	1079394	4
7308400	1079420	4
7308683	1081128	4
7308774	1081431	4
7308883	1081728	4
7308919	1081764	4
7308930	1081775	4
7308931	1081776	4
7308934	1081779	4
7308945	1081790	4
7309171	1082630	4
7309227	1082947	4
7309262	1082987	4
7309296	1083100	4
7309746	1085608	4
7309770	1085790	4
7309843	1086011	4
7310062	1086767	4
7310117	1087002	4
7310299	1088214	4
7310367	1088280	4
7310489	1088895	4
7310809	1089300	4
7310851	1089356	4
7311415	1091788	4
7311753	1093119	4
7311946	1094705	4
7312230	1096153	4
7312555	1096660	4
7312565	1096670	4
7313091	1098000	4
7313230	1098215	4
7313236	1098241	4
7313453	1099740	4
7313739	1100619	4
7313985	1101357	4
7314383	1105373	4
7314415	1105793	4
7314467	1106051	4
7314950	1107643	4
7314970	1107663	4
7315036	1107729	4
7315142	1107835	4
7315787	1108505	4
7315788	1108506	4
7315999	1108731	4
7316470	1109218	4
7316691	1109497	4
7316821	1109627	4
7316850	1109656	4
7316979	1109785	4
7317161	1110011	4
7317210	1110238	4
7317590	1112773	4
7317854	1113609	4
7318351	1117494	4
7318377	1117865	4
7318424	1118287	4
7318602	1119854	4
7318925	1120842	4
7318961	1120888	4
7319190	1122902	4
7319538	1124443	4
7319837	1124789	4
7320273	1125807	4
7320316	1125851	4
7320473	1126007	4
7320544	1126089	4
7320557	1126101	4
7320653	1126344	4
7321022	1128378	4
7321184	1128541	4
7321275	1128632	4
7321378	1129163	4
7321701	1130480	4
7321819	1130483	4
7322017	1131514	4
7322051	1131555	4
7322061	1131575	4
7322129	1131657	4
7322185	1131817	4
7322209	1131916	4
7322463	1132362	4
7322589	1132995	4
7322691	1133098	4
7322714	1133122	4
7322835	1133193	4
7322863	1133377	4
7322949	1133510	4
7323035	1134101	4
7323222	1134786	4
7323429	1134993	4
7323502	1135178	4
7323648	1135873	4
7323840	1137305	4
7323853	1137318	4
7323859	1137324	4
7324229	1138526	4
7324288	1139473	4
7324431	1140469	4
7324654	1140829	4
7324698	1140873	4
7324808	1141899	4
7325084	1143531	4
7325487	1145286	4
7325552	1145351	4
7325558	1145357	4
7325595	1145394	4
7325673	1145860	4
7325823	1146956	4
7325866	1147041	4
7325931	1147252	4
7326116	1147904	4
7326568	1150099	4
7326571	1150102	4
7326624	1150561	4
7326873	1151951	4
7326945	1153257	4
7326976	1153288	4
7326995	1153341	4
7327044	1153612	4
7327121	1154425	4
7327286	1155955	4
7327503	1157110	4
7327746	1158094	4
7327769	1158117	4
7327818	1158166	4
7328077	1158539	4
7328248	1159441	4
7328852	1161634	4
7329525	1165325	4
7329624	1165898	4
7329826	1166475	4
7330002	1167253	4
7330060	1167310	4
7330658	1170663	4
7330665	1170670	4
7330694	1170976	4
