132	33	2196377	1
170	33	946402	1
197	33	1526513	1
252	61	110473	1
1157	339	1124675	1
1388	393	1433976	1
1550	425	1794673	1
1651	471	1677984	1
1677	471	290340	1
2087	583	845774	1
2429	624	1271692	1
2446	624	1271709	1
3550	763	43701	1
4005	840	611741	1
4169	879	1837066	1
4173	880	1524385	1
4876	1019	1139036	1
5462	1184	15247	1
6784	1385	822899	1
6966	1385	1080772	1
7108	1431	2398240	1
7255	1456	1017042	1
7344	1456	1017341	1
7349	1456	1017350	1
7380	1470	2167424	1
8354	1631	2443221	1
8461	1641	2324421	1
8504	1649	363332	1
8728	1683	2303320	1
9488	1873	1178362	1
10452	1989	1953979	1
10883	2038	1401690	1
10890	2038	1515644	1
10907	2040	575298	1
11448	2131	152916	1
11502	2133	225588	1
11580	2133	1097704	1
11805	2133	1437039	1
12228	2175	1294896	1
12624	2282	1733430	1
12810	2328	1690672	1
13023	2403	547850	1
13244	2528	2041685	1
13972	2749	1321459	1
15143	3041	565343	1
15480	3075	1046699	1
15529	3088	2257571	1
15610	3088	1137558	1
15869	3090	634967	1
16227	3121	2012008	1
16851	3230	403935	1
17092	3302	564541	1
17349	3346	979118	1
18343	3463	1841588	1
18520	3463	684994	1
18678	3463	1099425	1
19098	3537	778117	1
19683	3585	659490	1
19821	3594	2095288	1
19861	3605	2513874	1
20144	3674	556945	1
20272	3703	582095	1
20995	3885	2088531	1
21009	3891	2515175	1
21846	3966	333315	1
22068	4008	2505609	1
22093	4008	1261490	1
22340	4037	1391095	1
22562	4098	2257400	1
22565	4098	2514573	1
22811	4124	440941	1
22907	4141	2227943	1
23403	4265	814515	1
23558	4310	2228478	1
25032	4520	362961	1
25611	4629	1462540	1
25795	4675	1877326	1
25965	4729	2468708	1
26114	4736	1101361	1
26291	4766	1541908	1
26449	4805	667815	1
26468	4805	1301876	1
27184	4953	884192	1
27625	4997	67235	1
28229	5088	991932	1
28429	5098	389595	1
28613	5126	476491	1
28649	5135	409268	1
28687	5135	735574	1
28901	5161	2500247	1
29613	5255	1692306	1
29974	5341	963692	1
30795	5461	102708	1
31022	5463	396691	1
31392	5495	186273	1
31475	5517	1807710	1
31581	5535	335949	1
32812	5700	393473	1
33075	5700	996725	1
33093	5700	996743	1
33094	5700	996744	1
33318	5765	1697673	1
33607	5811	1453460	1
33929	5840	308970	1
34332	5921	2134147	1
34666	6001	413651	1
35239	6082	2457833	1
35662	6186	2360519	1
36379	6329	1792250	1
37009	6366	874177	1
37010	6366	1118006	1
37033	6379	2205920	1
37218	6401	1315833	1
37320	6420	2292359	1
37496	6465	2146188	1
37522	6466	1998085	1
37883	6541	2264856	1
38455	6667	291690	1
39042	6699	309346	1
39097	6699	321572	1
39303	6699	1218736	1
39995	6779	2010592	1
40103	6811	218736	1
40268	6813	2347802	1
40522	6870	1857260	1
40915	6917	1839745	1
41548	7046	849748	1
41616	7054	49493	1
41904	7056	267772	1
42269	7088	514692	1
42585	7170	1213901	1
42669	7193	652550	1
43275	7271	1042886	1
43548	7296	2133635	1
44982	7525	97927	1
45220	7589	1833464	1
