28	51	26
54	84	1
100	284	81
115	284	93
147	371	123
170	582	143
193	590	163
331	654	290
506	930	364
522	934	378
630	996	1
658	1008	433
707	1029	418
734	1040	427
746	1044	423
786	1058	418
850	1077	430
852	1077	448
947	1400	1
1035	1561	587
1087	1570	636
1089	1570	402
1290	2069	777
1446	2910	658
1494	2972	885
1547	3282	341
1633	4027	951
1636	4028	959
1646	4031	959
1661	4038	968
1976	5258	1134
2119	5279	1257
2125	5280	1263
2151	5283	1286
2162	5368	3
2181	5455	594
2283	5555	1311
2286	5563	1303
2321	5579	1298
2353	5626	1325
2413	5720	3
2421	5764	1305
2457	5873	47
2467	5891	1303
2569	6023	1344
2631	6288	1
2686	6471	1384
2745	6526	1066
2800	6597	1411
2946	6818	1
3005	7377	1546
3009	7377	438
3091	7740	1
3107	7751	47
3151	7800	1593
3224	8139	1606
3263	8304	1
3306	8438	1646
3345	8589	1662
3355	8589	1671
3448	8805	868
3472	8805	1733
3540	8818	994
3605	8828	1603
3607	8828	1
3644	8834	1776
3662	8838	1795
3681	8842	1797
3683	8842	1
3777	8853	1796
3838	8860	62
3841	8860	813
3849	8861	813
3926	8870	62
3940	8871	813
3962	8874	1784
4001	8880	1796
4164	8906	1776
4165	8907	62
4174	8908	1776
4219	8917	813
4235	8920	994
4483	8982	1776
4514	8988	1833
4612	9006	1903
4660	9091	1919
4794	9282	1974
4839	9300	2036
4891	9314	1933
4907	9316	2080
4910	9316	1980
4911	9316	1955
4919	9319	1116
4929	9325	1
4945	9346	496
4947	9492	341
4971	9708	1
5024	9970	951
5036	9705	373
5054	9867	2135
5155	10521	2176
5273	11108	263
5320	11123	2246
5355	11128	2246
5458	11171	2269
5496	11181	2245
5618	11212	341
5666	11225	2245
5694	11233	648
5799	10583	2185
5819	10583	1570
5841	10613	47
5842	10613	1
5860	11440	982
5888	11579	1064
5891	11579	2409
5894	11603	1
5931	11732	2432
6006	12163	117
6198	12994	2493
6244	13279	2502
6250	13347	2507
6279	13472	2527
6336	13870	55
6468	14905	1
6482	15331	1726
6557	15387	856
6598	15429	856
6638	15507	856
6694	15587	1
6718	15901	2583
6748	16494	1853
6776	16743	813
6787	16802	2575
6808	15607	3
6816	17089	934
6964	18428	2694
6993	18434	2716
7023	18438	2738
7119	18459	1952
7300	18722	140
7305	18724	2886
7306	18724	2887
7372	18739	2104
7420	18749	842
7473	18758	2954
7479	18759	2957
7485	18759	1574
7563	18777	36
7616	18790	230
7646	18799	2860
7656	18802	3020
7683	18809	3025
7744	18817	679
7755	18819	2857
7800	18833	797
7801	18833	2906
7802	18833	347
7805	18835	2860
7815	18838	722
7897	18857	154
7986	18876	2523
8072	18895	3154
8099	18909	3160
8248	18942	1456
8310	19223	3224
8325	19223	3232
8353	19299	3244
8426	19310	3248
8447	19311	1732
8507	19322	3260
8518	19324	3253
8562	19359	3302
8585	19406	1
8633	19576	1084
8699	19624	3343
8712	19658	3347
8856	20333	2204
8863	20351	1078
8960	20758	1686
9028	22166	3451
9031	22166	232
9189	22568	465
9291	22630	359
9325	23216	2440
9377	23441	3561
9382	23448	3542
