1689	4993	19	1
2947	8437	423	1
3907	8933	423	1
11932	44589	165	1
14872	54372	698	1
17428	67703	1558	1
18175	72707	49	1
19348	76479	1795	1
21508	86952	93	1
22425	96335	54	1
24700	103704	6	1
25026	104034	6	1
33617	142498	2604	1
35241	148540	160	1
36565	154560	169	1
38466	161117	515	1
40787	168649	878	1
44266	176904	446	1
45183	180412	27	1
46672	185266	1020	1
47689	188228	689	1
50881	295475	3267	1
51641	295665	82	1
56773	211871	123	1
56859	211883	160	1
61512	233598	522	1
68959	289608	425	1
70169	291571	112	1
74968	305651	970	1
76121	308912	4240	1
76934	309898	868	1
79334	313170	594	1
82070	322421	19	1
82334	322712	19	1
89458	352134	4536	1
90629	354984	2600	1
94276	371250	4473	1
95346	373701	27	1
98200	390479	207	1
98861	392830	160	1
104817	438568	505	1
108498	462870	2587	1
108781	464066	6	1
109388	468873	507	1
115226	490046	1684	1
118393	499100	19	1
119394	500671	385	1
120519	504722	160	1
120701	506029	2865	1
120756	506443	6	1
123902	521450	243	1
124293	521978	145	1
126557	529103	499	1
131142	550576	1640	1
137425	570942	6	1
137445	570953	1402	1
138503	571887	1402	1
140643	578010	150	1
154167	661174	93	1
155323	636021	187	1
155453	637105	207	1
159322	659164	424	1
161468	669057	6648	1
162906	681222	19	1
163162	681997	6	1
166793	698694	629	1
170019	715728	647	1
171592	720279	114	1
171994	720700	19	1
172472	721741	166	1
172752	724175	145	1
188998	811929	6	1
190268	814291	164	1
191634	819157	31	1
192126	819659	200	1
192888	827380	145	1
193011	864284	160	1
201113	848131	19	1
202859	851762	145	1
204524	854163	6	1
206617	861928	453	1
218663	904670	160	1
223610	915351	160	1
226572	941838	150	1
230395	956416	781	1
231129	960336	252	1
231297	961967	538	1
233172	973332	34	1
234707	981231	115	1
235348	983593	771	1
237420	995116	19	1
237732	996221	525	1
237845	999768	46	1
245994	1034838	3359	1
246039	1035394	8435	1
249434	1045825	122	1
254676	1073079	145	1
257346	1082953	252	1
258885	1087998	8771	1
263980	1103602	160	1
270505	1129306	401	1
270965	1131591	1736	1
272800	1137927	52	1
284372	1187990	2302	1
285563	1190976	512	1
292026	1212410	114	1
294262	1220658	448	1
301414	1249159	6	1
302170	1259882	82	1
311960	1283053	34	1
314130	1289214	452	1
316272	1298678	27	1
317955	1306641	160	1
318081	1307053	669	1
322214	1320071	160	1
322693	1321324	391	1
323745	1325291	6	1
327091	1332629	4230	1
327831	1334334	6	1
328952	1336595	27	1
329945	1337904	7851	1
334698	1355300	2527	1
334802	1355306	2527	1
338689	1365188	160	1
340076	1367577	352	1
342037	1370705	19	1
349269	1384294	6	1
350023	1385049	6	1
351474	1387849	6	1
351643	1388018	6	1
355503	1398975	19	1
357449	1405281	160	1
358277	1407247	6	1
358883	1408859	160	1
361553	1414204	10263	1
363401	1418238	150	1
365106	1422993	2447	1
366588	1427528	424	1
367431	1430380	19	1
370624	1442575	707	1
373201	1449448	73	1
374958	1451142	525	1
380428	1477256	6	1
388220	1511873	34	1
392688	1529928	6429	1
392787	1529982	6429	1
393789	1531367	92	1
395728	1542581	513	1
397490	1557493	707	1
398231	1558671	166	1
402584	1580218	160	1
402589	1580223	160	1
404302	1586845	122	1
409525	1608245	1413	1
409839	1609857	3482	1
417846	1637956	12576	1
422661	1642875	1310	1
422788	1643111	6008	1
435434	1657085	15880	1
443536	1666020	11344	1
444724	1667306	17649	1
449337	1672906	12140	1
449662	1673372	521	1
454633	1678137	19395	1
457157	1681072	19815	1
459326	1683162	16971	1
463019	1687692	3696	1
470144	1695536	27	1
472592	1698663	11402	1
474861	1701311	9674	1
475090	1701598	4051	1
478567	1716524	434	1
480513	1707997	475	1
482368	1709854	20813	1
485375	1713437	8494	1
489712	1717669	12159	1
490303	1718245	18887	1
499792	1728658	419	1
505027	1733994	14424	1
506287	1735226	11142	1
506814	1735691	26060	1
511396	1739553	10635	1
511856	1740030	14325	1
514284	1742128	228	1
514689	1742540	11873	1
515640	1743678	11828	1
517363	1745344	13053	1
517921	1745777	597	1
522141	1749708	4961	1
523047	1750566	27616	1
525303	1753088	11142	1
527056	1754730	4419	1
529372	1757042	16	1
533377	1761015	2455	1
537438	1764826	11727	1
540611	1768374	29408	1
542554	1770646	11385	1
544070	1771995	14361	1
544792	1772665	7550	1
546814	1775115	12641	1
553360	1782019	3016	1
558486	1787616	530	1
559286	1788342	2520	1
561526	1790767	2928	1
564216	1793078	15031	1
564389	1793111	2134	1
564624	1793287	4625	1
564835	1793441	11630	1
565709	1794262	31708	1
567021	1795794	5826	1
575183	1804288	4406	1
575212	1804302	32542	1
576914	1806741	6926	1
584782	1813666	18622	1
585218	1814164	15169	1
585564	1814446	10351	1
585866	1814784	225	1
587394	1816630	33733	1
595104	1826160	9275	1
601629	1833601	6200	1
601663	1833640	34913	1
602402	1834365	19009	1
603478	1835617	11137	1
612020	1844363	18310	1
613169	1845415	2654	1
617091	1849579	13792	1
617642	1850470	573	1
618456	1851410	3243	1
619997	1852844	36414	1
621576	1854908	36551	1
622196	1855301	253	1
623762	1857794	263	1
627046	1864470	20335	1
627394	1864862	37133	1
629720	1867459	21426	1
632912	1871688	1682	1
633710	1872689	10007	1
635691	1875423	27	1
636661	1876458	3696	1
643213	1883157	8558	1
653610	1893919	5456	1
655005	1895049	1709	1
656618	1896943	13114	1
660006	1900475	1709	1
667937	1908230	3163	1
669904	1910118	40366	1
676676	1917380	14490	1
677002	1917653	699	1
678049	1918640	24316	1
680387	1920960	2017	1
682658	1923113	41174	1
683475	1923830	11147	1
684397	1924203	11388	1
685649	1925994	13511	1
686211	1926521	3928	1
687047	1927439	41452	1
688092	1928415	1408	1
693497	1934260	846	1
693953	1934756	26022	1
695989	1936717	42055	1
700612	1941314	521	1
703075	1943651	7552	1
706773	1947043	11141	1
712198	1952672	19173	1
714467	1954905	11997	1
718365	1958612	13137	1
718670	1958916	18533	1
719331	1958754	1451	1
723941	1964138	1451	1
726770	1967877	2690	1
729029	1968704	43990	1
730038	1970416	1709	1
734527	1974980	13347	1
740210	1980931	44696	1
741035	1981673	12094	1
745432	1986999	2853	1
746176	1987882	26658	1
747611	1989250	11294	1
754109	1996522	5	1
754342	1996835	531	1
762298	2005214	6543	1
764759	2007790	11141	1
765468	2008530	11667	1
766302	2009697	3727	1
767890	2012246	1907	1
770290	2015981	1479	1
773572	2019476	3150	1
773712	2019539	23118	1
776434	2021851	2476	1
778873	2024862	18680	1
780732	2027676	23772	1
780981	2028100	11695	1
782664	2030218	13983	1
783199	2030902	288	1
785885	2033569	9014	1
789826	2037006	1071	1
790643	2037986	11691	1
790723	2038062	10100	1
792877	2040737	19440	1
796911	2045546	17137	1
799465	2048364	15121	1
805024	2054772	1347	1
805848	2055709	302	1
808739	2058239	12959	1
809175	2058695	11203	1
811241	2060730	12091	1
811362	2060849	49122	1
812727	2062157	12091	1
815268	2064977	11244	1
827287	2077727	1371	1
835393	2087161	16875	1
838436	2090221	521	1
841909	2093413	11299	1
846955	2099406	11255	1
847583	2099800	3043	1
849982	2102463	3542	1
851174	2103793	17206	1
851247	2103850	11941	1
858237	2111466	225	1
858386	2111612	17381	1
859321	2112805	18263	1
863713	2117666	17543	1
864739	2118704	11189	1
868669	2123059	14540	1
869552	2124353	52559	1
872107	2127289	25828	1
872970	2127921	21358	1
877903	2132917	321	1
878880	2134195	3747	1
879371	2134877	13631	1
880088	2135382	3127	1
880446	2135631	8416	1
884268	2139860	21044	1
884874	2140511	1709	1
886569	2163793	53548	1
887835	2144052	312	1
889173	2146066	53701	1
890376	2147357	11319	1
902951	2161342	54500	1
908951	2169498	11165	1
909926	2170719	11374	1
911501	2172520	12285	1
911543	2172559	6475	1
916470	2177645	36246	1
922676	2184925	92	1
933664	2198026	51811	1
935186	2199796	22334	1
937913	2203027	15473	1
937938	2203054	531	1
938368	2203507	50573	1
939091	2204192	11652	1
945287	2211364	11244	1
953076	2220998	11208	1
957918	2227279	809	1
958264	2227601	57572	1
960501	2229899	11644	1
961487	2230762	9053	1
962174	2231693	3424	1
963954	2233665	57875	1
965195	2235237	15902	1
971520	2241867	864	1
973222	2243583	15031	1
976874	2246514	1434	1
979444	2248493	14665	1
979889	2248856	25626	1
981458	2250442	11299	1
986267	2255734	4360	1
987999	2257413	228	1
1004355	2275090	48782	1
1008153	2278868	1426	1
1009683	2280273	11369	1
1010985	2281624	11380	1
1013582	2284141	7613	1
1017201	2288187	11276	1
1021245	2292665	11250	1
1021886	2293181	60682	1
1023364	2294522	2803	1
1027488	2298928	16966	1
1029874	2301348	11137	1
1032097	2303593	25791	1
1035864	2307235	14322	1
1039961	2310989	2690	1
1040683	2311645	14769	1
1043525	2314651	3422	1
